ISIN,Company,LEVEL2 SECTOR NAME,LEVEL3 SECTOR NAME,LEVEL4 SECTOR NAME,LEVEL5 SECTOR NAME,GEOGRAPHIC DESCR.,TotalValue,EV,SUPPLIERCOSTS
CH0102484968,JULIUS BAER GRUPPE,Financials,Financial Services,Inv. Banking & Broker,"Asset Mngr, Custodian",SWITZERLAND,"115,920,820,000",NA,"1,778,572,612"
US49456B1017,KINDER MORGAN,Energy,Energy,"Oil, Gas and Coal",Pipelines,UNITED STATES,"71,407,000,000","90,508,130,000","11,386,494,912"
CA25675T1075,DOLLARAMA,Consumer Discretion,Retailers,Retailers,Diversified Retailers,CANADA,"4,476,088,000","40,631,131,690","3,341,040,679"
CNE100000HB8,JIANGSU YANGHE BREW.JST. 'A',Consumer Staples,"Food, Bev. and Tobacc",Beverages,Distillers & Vintners,CHINA,"9,056,084,000","12,360,858,080","2,083,395,127"
INE127D01025,HDFC ASSET MANAGEMENT COMPANY,Financials,Financial Services,Inv. Banking & Broker,"Asset Mngr, Custodian",INDIA,"1,023,798,000","13,463,891,610","105,028,981"
MYL6012OO008,MAXIS,Telecommunications,Telecommunications,Telecom. Svs. Prvds.,Telecom. Services,MALAYSIA,"4,992,067,000","8,915,040,980","1,177,734,804"
KYG5635P1090,LONGFOR GROUP HOLDINGS,Real Estate,Real Estate,Real Estate Inv & Svs,"Real Estate Hold, Dev",HONG KONG,"89,475,776,000","33,745,631,570","13,337,126,795"
CNE100000HP8,GUANGDONG HAID GROUP 'A',Consumer Staples,"Food, Bev. and Tobacc",Food Producers,"Farming, Fishing",CHINA,"6,495,666,000","12,895,201,650","11,887,040,648"
CNE100002508,WENS FOODSTUFF GROUP,Consumer Staples,"Food, Bev. and Tobacc",Food Producers,"Farming, Fishing",CHINA,"12,851,746,000","17,636,630,210","10,883,320,874"
KYG7800X1079,SANDS CHINA,Consumer Discretion,Travel & Leisure,Travel & Leisure,Casinos & Gambling,HONG KONG,"11,169,395,000","25,982,740,000","4,057,987,034"
US34959E1091,FORTINET,Technology,Technology,Software & Comp. Svs.,Software,UNITED STATES,"8,427,500,000","53,533,410,000","2,500,053,626"
CNE1000057F9,CHINA LONGYUAN POWER GROUP 'A',Utilities,Utilities,Electricity,Alt. Electricity,CHINA,NA,"42,842,814,870",NA
CNE100000JG3,HITHINK ROYALFLUSH INFORMATION NETWORK 'A',Technology,Technology,Software & Comp. Svs.,Consumer Digital Svs,CHINA,"1,503,716,000","24,998,475,140","240,775,086"
CNE100000KC0,CHINA NAT.CHM.ENGR.'A',Industrials,Construction & Mats,Construction & Mats,Eng. & Contract Svs,CHINA,"31,773,011,000","944,446,630","19,096,948,249"
INE484J01027,GODREJ PROPERTIES,Real Estate,Real Estate,Real Estate Inv & Svs,"Real Estate Hold, Dev",INDIA,"6,465,391,000","7,225,821,050","439,851,320"
CNE100000KD8,ZHEJIANG CHINT ELECTRICS 'A',Industrials,Ind. Goods & Services,Elec. & Electrical Eq,Electrical Components,CHINA,"18,685,099,000","13,134,382,510","6,330,340,853"
CNE100000KT4,GEM 'A',Utilities,Utilities,Waste & Disposal Svs,Waste & Disposal Svs,CHINA,"9,133,208,000","9,223,918,210","2,252,662,990"
CNE100000L63,S F HDG.'A',Industrials,Ind. Goods & Services,Ind. Transportation,Delivery Services,CHINA,"28,979,933,000","27,248,142,150","22,828,385,577"
CNE100000L55,YANTAI JEREH OLSR.GP.'A',Energy,Energy,"Oil, Gas and Coal",Oil Equipment & Svs,CHINA,"4,826,970,000","7,123,799,800","1,379,642,771"
INE797F01020,JUBILANT FOODWORKS,Consumer Discretion,Travel & Leisure,Travel & Leisure,Restaurants & Bars,INDIA,"983,240,000","4,765,955,840","543,574,156"
NL0011540547,ABN AMRO BANK,Financials,Banks,Banks,Banks,NETHERLANDS,"398,425,373,000","26,911,792,150","12,111,987,912"
CNE100000MD4,EAST MONEY INFO.'A',Financials,Financial Services,Finance & Credit Svs,Fin. Data Providers,CHINA,"41,968,572,000","48,245,808,650","484,002,500"
JP3165000005,SOMPO HOLDINGS,Financials,Insurance,Non-life Insurance,Prop. & Casualty Ins.,JAPAN,"105,711,624,000",NA,"2,987,136,970"
JP3386450005,ENEOS HOLDINGS,Energy,Energy,"Oil, Gas and Coal",Oil Refining & Mkting,JAPAN,"58,468,530,000","28,559,254,570","62,137,567,145"
HK0000077468,FAR EAST HORIZON,Financials,Financial Services,Finance & Credit Svs,Mortgage Finance,HONG KONG,"48,544,438,000",NA,"1,601,360,308"
CNE100003MF3,WSTN. SUPERCONDUCTING A,Basic Materials,Basic Resources,Ind. Metals & Mining,Iron & Steel,CHINA,"1,845,888,000","5,946,616,970","484,999,001"
KYG9894K1085,ZHONGSHENG GP.HDG.,Consumer Discretion,Retailers,Retailers,Specialty Retailers,HONG KONG,"15,018,269,000","6,140,941,130","17,378,480,733"
KR7032830002,SAMSUNG LIFE INSURANCE,Financials,Insurance,Life Insurance,Life Insurance,SOUTH KOREA,"212,035,284,000",NA,"5,509,858,458"
CNE100000N79,SUZHOU DONGSHAN PRECN. MNFG.'A',Basic Materials,Basic Resources,Ind. Metals & Mining,Metal Fabricating,CHINA,"6,189,626,000","13,644,677,530","3,866,386,291"
KYG465871120,H WORLD GROUP,Consumer Discretion,Travel & Leisure,Travel & Leisure,Hotels & Motels,CHINA,"8,426,130,000","8,406,569,160","1,903,792,649"
INE262H01021,PERSISTENT SYSTEMS,Technology,Technology,Software & Comp. Svs.,Computer Services,INDIA,"998,470,000","9,418,024,580","586,327,597"
US78467J1007,SS&C TECHNOLOGIES HDG.,Technology,Technology,Software & Comp. Svs.,Software,UNITED STATES,"19,044,700,000",NA,"2,469,074,755"
ZAE000132577,VODACOM GROUP,Telecommunications,Telecommunications,Telecom. Svs. Prvds.,Telecom. Services,SOUTH AFRICA,"13,534,977,000","15,302,587,160","4,137,037,548"
AU0000364754,SGH,Industrials,Ind. Goods & Services,Ind. Engineering,Machinery: Const.,AUSTRALIA,"8,473,423,000","15,348,753,460","4,729,268,692"
NL0009434992,LYONDELLBASELL INDS.CL.A,Basic Materials,Chemicals,Chemicals,Specialty Chemicals,UNITED STATES,"35,496,860,000","27,052,430,000","28,706,850,881"
CNE100000PG0,JIANGSU YOKE TECH.'A',Basic Materials,Chemicals,Chemicals,Specialty Chemicals,CHINA,"2,005,436,000","4,401,120,710","697,678,608"
CNE100000RK8,WUHAN GUIDE INFRARED 'A',Industrials,Ind. Goods & Services,Elec. & Electrical Eq,Elec. Eq: Gauges,CHINA,"1,238,980,000",NA,"262,711,850"
ES0109067019,AMADEUS IT GROUP,Technology,Technology,Software & Comp. Svs.,Computer Services,SPAIN,"12,122,518,000","37,868,514,190","2,669,570,174"
CNE100000PW7,SICHUAN KELUN PHARM.'A',Health Care,Health Care,Pharm. & Biotech,Pharmaceuticals,CHINA,"5,054,376,000","8,445,215,410","1,641,455,106"
IL0011194789,AZRIELI GROUP,Real Estate,Real Estate,Real Estate Inv & Svs,"Real Estate Hold, Dev",ISRAEL,"15,899,567,000",NA,"687,673,015"
US12503M1080,CBOE GLOBAL MARKETS(BTS),Financials,Financial Services,Inv. Banking & Broker,Investment Services,UNITED STATES,"7,789,100,000",NA,"1,050,659,314"
FR0010908533,EDENRED,Industrials,Ind. Goods & Services,Ind. Support Services,Transaction Process,FRANCE,"13,650,790,000","9,600,852,450","1,872,112,105"
KYG017191142,ALIBABA GROUP HOLDING,Consumer Discretion,Retailers,Retailers,Diversified Retailers,CHINA,"246,808,212,000","320,988,668,120","104,430,005,966"
CNE100000S33,O FILM TECH 'A',Industrials,Ind. Goods & Services,Elec. & Electrical Eq,Elec. Eq: Other,CHINA,"2,934,842,000","6,296,603,280","2,005,175,167"
CNE100000SF6,GANFENG LITHIUM GROUP 'A',Basic Materials,Basic Resources,Ind. Metals & Mining,Nonferrous Metals,CHINA,"13,654,695,000","24,184,724,810","1,969,047,946"
CNE100000SD1,JA SOLAR TECHNOLOGY 'A',Energy,Energy,Alternative Energy,Renewable Energy Eq.,CHINA,"15,302,959,000","6,216,311,460","7,667,501,162"
NL0013654783,PROSUS N,Technology,Technology,Software & Comp. Svs.,Consumer Digital Svs,NETHERLANDS,"72,429,063,000","125,572,100,000","2,610,599,501"
CNE100000SP5,WUS PRINTED CIRCUIT (KUNSHAN) 'A',Technology,Technology,"Tech. Hardware, Equip",Electronic Components,CHINA,"2,878,861,000",NA,"1,309,155,863"
CNE100000T24,GUANGZHOU HAIGE COMMS. GP.'A',Telecommunications,Telecommunications,Telecom. Equipment,Telecom. Equipment,CHINA,"2,775,006,000","4,855,053,040","507,918,909"
CNE100000T32,TIANQI LITH.INDS.'A',Basic Materials,Basic Resources,Ind. Metals & Mining,Nonferrous Metals,CHINA,"9,083,270,000","9,741,744,180","1,370,070,046"
CNE100000TP3,LUXSHARE PRECN.IND.'A',Consumer Discretion,Consumer Prod & Svs,Leisure Goods,Consumer Electronics,CHINA,"30,552,375,000","62,571,863,530","25,678,080,852"
INE123W01016,SBI LIFE INSURANCE COMPANY,Financials,Insurance,Life Insurance,Life Insurance,INDIA,"53,478,648,000","10,975,776,030","10,071,863,299"
CNE100000V46,SHENZHEN INOVANCE TECH. 'A',Industrials,Ind. Goods & Services,Ind. Engineering,Machinery: Industrial,CHINA,"7,716,225,000","28,377,223,360","3,408,663,447"
CNE100000V20,CHONGQING ZHIFEI BILG. PRDS.'A',Health Care,Health Care,Pharm. & Biotech,Biotechnology,CHINA,"6,710,417,000","6,017,034,270","1,961,830,480"
KYG8187G1055,SITC INTERNATIONAL HDG.,Industrials,Ind. Goods & Services,Ind. Transportation,Marine Transportation,HONG KONG,"3,197,843,000","9,569,523,000","1,765,436,955"
ID1000116700,INDOFOOD CBP SUKSES MKM.,Consumer Staples,"Food, Bev. and Tobacc",Food Producers,Food Products,INDONESIA,"7,814,302,000","8,306,147,830","3,415,018,831"
CNE100000W60,RONGSHENG PETRO CHM.'A',Basic Materials,Chemicals,Chemicals,Chemicals: Divers.,CHINA,"51,595,434,000","43,586,661,680","30,967,995,149"
US8740801043,TAL EDUCATION GROUP 3 ADR 3:1,Consumer Discretion,Consumer Prod & Svs,Consumer Services,Education Services,CHINA,"5,499,579,000","4,672,625,000","1,264,004,373"
HK0000069689,AIA GROUP,Financials,Insurance,Life Insurance,Life Insurance,HONG KONG,"304,915,771,000",NA,"18,469,266,450"
INE093I01010,OBEROI REALTY,Real Estate,Real Estate,Real Estate Inv & Svs,"Real Estate Hold, Dev",INDIA,"2,644,848,000","6,871,939,920","472,324,144"
BRPRIOACNOR1,PETRO RIO ON,Energy,Energy,"Oil, Gas and Coal",Oil: Crude Producers,BRAZIL,"8,111,187,000","9,845,385,320","1,752,868,698"
INE811K01011,PRESTIGE ESTATES PRJS.,Real Estate,Real Estate,Real Estate Inv & Svs,"Real Estate Hold, Dev",INDIA,"6,768,737,000","8,927,945,670","656,661,892"
MYL5183OO008,PETRONAS CHEMICALS GP.,Basic Materials,Chemicals,Chemicals,Chemicals: Divers.,MALAYSIA,"13,281,465,000","6,102,422,740","5,090,249,139"
US40412C1018,HCA HEALTHCARE,Health Care,Health Care,Health Care Providers,Health Care Facility,UNITED STATES,"59,513,000,000","180,013,600,000","29,465,201,510"
JP3188220002,OTSUKA HOLDINGS,Health Care,Health Care,Pharm. & Biotech,Pharmaceuticals,JAPAN,"22,483,779,000","25,000,793,860","8,143,148,274"
US0995021062,BOOZ ALLEN HAMILTN.HLDG.,Industrials,Ind. Goods & Services,Ind. Support Services,Prof.Business Support,UNITED STATES,"6,980,000,000","17,920,210,000","7,583,801,748"
US50212V1008,LPL FINANCIAL HOLDINGS,Financials,Financial Services,Inv. Banking & Broker,Investment Services,UNITED STATES,"13,187,502,000",NA,"3,178,050,561"
CNE100000XX9,YONGHUI SUPERSTORES 'A',Consumer Staples,Drug & Grocery Stores,Drug & Grocery Stores,Food Retail & Wsale,CHINA,"5,713,134,000","5,415,854,090","7,416,760,739"
NO0010582521,GJENSIDIGE FORSIKRING,Financials,Insurance,Non-life Insurance,Full Line Insurance,NORWAY,"15,078,803,000",NA,"2,377,696,149"
KYG014081064,AIRTAC INTERNATIONAL GP.,Industrials,Ind. Goods & Services,Ind. Engineering,Machinery: Industrial,TAIWAN,"1,748,194,000","5,682,647,060","630,740,713"
CNE100000YJ6,TIANSHAN ALUMINUM GROUP 'A',Basic Materials,Basic Resources,Ind. Metals & Mining,Aluminum,CHINA,"7,706,711,000","8,774,168,240","2,953,588,804"
KYG022421088,ALCHIP TECHNOLOGIES,Technology,Technology,"Tech. Hardware, Equip",Semiconductors,TAIWAN,"1,529,404,000","8,093,640,780","1,135,368,565"
CNE100005R96,JINKO SOLAR 'A',Energy,Energy,Alternative Energy,Renewable Energy Eq.,CHINA,"16,151,746,000","8,752,260,440","10,111,479,435"
IM00B5VQMV65,ENTAIN,Consumer Discretion,Travel & Leisure,Travel & Leisure,Casinos & Gambling,UNITED KINGDOM,"12,099,494,000","9,990,334,510","3,561,302,501"
ES0177542018,INTL.CONS.AIRL.GP.,Consumer Discretion,Travel & Leisure,Travel & Leisure,Airlines,SPAIN,"44,577,600,000","32,820,091,220","18,967,814,889"
CNE1000011H2,CHANGZHOU XINGYU AUTV. LTG.'A',Consumer Discretion,Automobiles & Parts,Automobiles & Parts,Auto Parts,CHINA,"2,317,548,000","4,593,419,050","1,402,862,132"
CNE1000010F8,INMONG.JUZHG.E&C.GP.'A',Basic Materials,Chemicals,Chemicals,Specialty Chemicals,CHINA,"5,839,659,000",NA,"2,555,826,427"
INE118H01025,BSE,Financials,Financial Services,Inv. Banking & Broker,Investment Services,INDIA,"1,207,670,000","8,301,928,600","96,230,848"
US56585A1025,MARATHON PETROLEUM,Energy,Energy,"Oil, Gas and Coal",Oil Refining & Mkting,UNITED STATES,"78,858,000,000","88,689,440,000","105,069,447,357"
KYG211501005,CHINA HONGQIAO GROUP,Basic Materials,Basic Resources,Ind. Metals & Mining,Aluminum,HONG KONG,"31,036,482,000","36,134,377,760","16,421,060,179"
CNE1000010N2,37 INTACT.ENTM.NET. TGP. 'A',Consumer Discretion,Consumer Prod & Svs,Leisure Goods,Elec. Entertainment,CHINA,"2,676,711,000","6,191,003,240","1,666,142,616"
ZAE000314084,OUTSURANCE GROUP,Financials,Insurance,Non-life Insurance,Full Line Insurance,SOUTH AFRICA,"2,146,616,000",NA,"1,445,692,745"
MXCFFU000001,FIBRA UNO ADMINISTRACION REIT,Real Estate,Real Estate,REITs,Diversified REITs,MEXICO,"17,065,737,000","13,882,290,890","467,844,109"
CNE100001260,SUNWODA ELECTRONIC 'A',Consumer Staples,Drug & Grocery Stores,Drug & Grocery Stores,Nondur.Household Prod,CHINA,"11,793,650,000","6,391,603,200","6,148,707,638"
BRRDORACNOR8,REDE DOR SAO LUIZ ON,Health Care,Health Care,Health Care Providers,Health Care Facility,BRAZIL,"16,039,240,000","20,985,205,240","3,416,269,407"
CNE100003LF5,NINGXIA BAOFENG ENERGY GROUP 'A',Basic Materials,Chemicals,Chemicals,Chemicals: Divers.,CHINA,"12,266,867,000","21,744,483,330","3,320,568,082"
INE949L01017,AU SMALL FINANCE BANK,Financials,Banks,Banks,Banks,INDIA,"18,439,811,000","6,659,074,090","1,263,553,678"
CNE1000017G1,POWER CON.CORP.OF CHIN. 'A',Industrials,Construction & Mats,Construction & Mats,Eng. & Contract Svs,CHINA,"175,533,847,000","79,903,123,000","64,904,527,298"
INE414G01012,MUTHOOT FINANCE,Financials,Financial Services,Finance & Credit Svs,Consumer Lending,INDIA,"15,520,576,000","22,069,353,780","718,533,629"
KR7138040001,MERITZ FINANCIAL GROUP,Financials,Financial Services,Inv. Banking & Broker,Investment Services,SOUTH KOREA,"78,344,500,000","-23,621,612,850","2,306,016,930"
CNE100001377,INGENIC SEMICON.'A',Technology,Technology,"Tech. Hardware, Equip",Semiconductors,CHINA,"1,753,308,000","2,217,209,650","413,369,313"
JE00B4T3BW64,GLENCORE,Basic Materials,Basic Resources,Ind. Metals & Mining,General Mining,UNITED KINGDOM,"129,338,289,000","73,354,560,000","173,757,066,736"
CNE100001567,NINGBO SANXING MEDICAL ELECTRIC 'A',Industrials,Ind. Goods & Services,Elec. & Electrical Eq,Elec. Eq: Gauges,CHINA,"3,302,548,000","4,010,387,960","1,432,530,811"
CNE100003F43,TIANFENG SECURITIES 'A',Financials,Financial Services,Inv. Banking & Broker,Investment Services,CHINA,"13,177,010,000",NA,"196,876,799"
CH0126881561,SWISS RE,Financials,Insurance,Non-life Insurance,Reinsurance,SWITZERLAND,"125,248,190,000",NA,"29,937,561,410"
CNE1000014X3,SHANDONG HIMILE MECH. SCTC.'A',Industrials,Ind. Goods & Services,Ind. Engineering,Machinery: Industrial,CHINA,"1,594,692,000","7,223,241,230","811,043,506"
CNE1000015F7,SAILUN GROUP 'A',Consumer Discretion,Automobiles & Parts,Automobiles & Parts,Tires,CHINA,"5,468,164,000","7,953,051,460","3,366,376,785"
CNE1000015M3,LB GROUP 'A',Basic Materials,Chemicals,Chemicals,Specialty Chemicals,CHINA,"9,023,232,000","8,356,270,440","2,792,830,167"
CNE1000015L5,LINGYI ITECH (GUANGDONG) 'A',Technology,Technology,"Tech. Hardware, Equip",Electronic Components,CHINA,"6,094,347,000","15,704,432,580","4,338,284,187"
KYG202881093,CHAILEASE HOLDING,Financials,Financial Services,Finance & Credit Svs,Consumer Lending,TAIWAN,"29,640,734,000",NA,"949,900,071"
CNE100001617,BEIJING ENLIGHT MDA.'A',Consumer Discretion,Media,Media,Entertainment,CHINA,"1,317,757,000","6,430,078,190","93,025,020"
CNE1000015Y8,FOUNDER SECURITIES 'A',Financials,Financial Services,Inv. Banking & Broker,Investment Services,CHINA,"34,955,135,000",NA,"462,289,328"
MYL5211OO007,SUNWAY,Real Estate,Real Estate,Real Estate Inv & Svs,"Real Estate Hold, Dev",MALAYSIA,"7,027,618,000","8,451,409,740","1,346,266,277"
US98419M1009,XYLEM,Industrials,Ind. Goods & Services,Elec. & Electrical Eq,Elec. Eq: Pollution,UNITED STATES,"16,493,000,000","35,396,640,000","6,131,845,799"
CNE100003373,SHENNAN CIRCUITS 'A',Technology,Technology,"Tech. Hardware, Equip",Electronic Components,CHINA,"3,440,859,000","18,190,972,940","1,757,191,672"
CNE1000019R4,JIANGSU HENGLI HYDRAULIC 'A',Industrials,Ind. Goods & Services,Ind. Engineering,Machinery: Industrial,CHINA,"2,671,498,000","16,153,100,900","864,078,283"
CNE1000018M7,SUNGROW POWER SUPPLY 'A',Energy,Energy,Alternative Energy,Renewable Energy Eq.,CHINA,"15,360,762,000","48,840,388,550","8,513,439,981"
CNE1000018P0,KUANG-CHI TECHNOLOGIES 'A' D,Consumer Discretion,Automobiles & Parts,Automobiles & Parts,Auto Parts,CHINA,"1,352,712,000",NA,"164,894,073"
IT0004965148,MONCLER,Consumer Discretion,Consumer Prod & Svs,Personal Goods,"Clothing, Accessories",ITALY,"5,402,960,000","15,818,408,140","1,837,401,656"
CNE1000032B1,CHIN.MRCH.EXPWY. NET.&. TECH.HDG.'A',Industrials,Ind. Goods & Services,Ind. Transportation,Transport Services,CHINA,"21,787,894,000","13,458,999,750","1,020,193,839"
CNE1000019Q6,JIANGSU PHOENIX PAM.'A',Consumer Discretion,Media,Media,Publishing,CHINA,"4,210,496,000","3,267,300,540","798,259,517"
JP3758190007,NEXON,Consumer Discretion,Consumer Prod & Svs,Leisure Goods,Elec. Entertainment,JAPAN,"7,814,501,000","14,564,830,210","1,979,790,478"
US14316J1088,CARLYLE GROUP,Financials,Financial Services,Inv. Banking & Broker,"Asset Mngr, Custodian",UNITED STATES,"23,075,900,000",NA,"1,398,432,807"
US4041991013,HKT TRUST AND HKT ADR 1:10,Telecommunications,Telecommunications,Telecom. Svs. Prvds.,Telecom. Services,HONG KONG,NA,NA,NA
CNE100001B07,SATELLITE CHEMICAL 'A',Basic Materials,Chemicals,Chemicals,Chemicals: Divers.,CHINA,"9,328,702,000","8,388,733,290","4,625,747,991"
TW0005880009,TAIWAN COOP.FINL.HLDG.,Financials,Banks,Banks,Banks,TAIWAN,"157,514,300,000",NA,"2,719,676,887"
CH0130293662,BKW,Utilities,Utilities,Electricity,Conv. Electricity,SWITZERLAND,"12,723,612,000","12,697,920,200","3,128,650,608"
KYG989221000,ZHEN DING TECH.HOLDING,Technology,Technology,"Tech. Hardware, Equip",Electronic Components,TAIWAN,"8,018,670,000","4,723,929,660","3,750,376,946"
CA2861812014,ELEMENT FLEET MANAGEMENT,Industrials,Ind. Goods & Services,Ind. Transportation,"Comm. Vehicles, Lease",CANADA,"12,497,873,000",NA,"1,177,042,725"
CNE100002RZ2,360 SECURITY TECHNOLOGY 'A',Technology,Technology,Software & Comp. Svs.,Consumer Digital Svs,CHINA,"5,230,801,000","9,866,518,610","457,057,136"
CNE100001BC7,XIZANG HAISCO PHARM.GP. 'A',Health Care,Health Care,Pharm. & Biotech,Pharmaceuticals,CHINA,"907,106,000",NA,"280,043,506"
INE670K01029,LODHA DEVELOPERS,Real Estate,Real Estate,Real Estate Inv & Svs,"Real Estate Hold, Dev",INDIA,"5,802,707,000","15,990,325,340","1,231,185,967"
US30303M1027,META PLATFORMS A,Technology,Technology,Software & Comp. Svs.,Consumer Digital Svs,UNITED STATES,"276,054,000,000","1,874,216,000,000","69,052,238,402"
CNE100003F27,THE PEOP.S INCM. (GROUP) OFCH.'A',Financials,Insurance,Non-life Insurance,Prop. & Casualty Ins.,CHINA,"240,283,220,000","60,492,618,600","49,316,646,063"
US89400J1079,TRANSUNION,Industrials,Ind. Goods & Services,Ind. Support Services,Prof.Business Support,UNITED STATES,"10,974,700,000","20,174,260,000","2,648,506,657"
US7185461040,PHILLIPS 66,Energy,Energy,"Oil, Gas and Coal",Oil Refining & Mkting,UNITED STATES,"72,582,000,000","69,568,370,000","107,947,742,131"
CNE100001FR6,LONGI GREEN EN.TECH.'A',Energy,Energy,Alternative Energy,Renewable Energy Eq.,CHINA,"20,431,171,000","17,552,090,690","9,030,139,423"
CNE100001CY9,ZHONGJI INNOLIGHT 'A',Telecommunications,Telecommunications,Telecom. Equipment,Telecom. Equipment,CHINA,"3,924,306,000","72,342,429,020","2,463,585,612"
US92763W1036,VIPSHOP HOLDINGS SPONSORED ADS 5:1,Consumer Discretion,Retailers,Retailers,Diversified Retailers,CHINA,"10,173,691,000","6,190,379,040","11,373,181,375"
CNE100001DJ8,ZHEJIANG JINGSHENG MCL&ECL.'A',Technology,Technology,"Tech. Hardware, Equip",Prod. Tech. Equipment,CHINA,"4,269,877,000","6,874,994,560","1,724,686,818"
US81762P1021,SERVICENOW,Technology,Technology,Software & Comp. Svs.,Software,UNITED STATES,"18,998,000,000","172,244,900,000","4,610,730,552"
CNE100001JT4,JIANGSU HOPERUN SFTW.'A',Technology,Technology,Software & Comp. Svs.,Software,CHINA,"726,612,000",NA,"195,483,810"
MYL5225OO007,IHH HEALTHCARE,Health Care,Health Care,Health Care Providers,Health Care Facility,MALAYSIA,"12,616,363,000","18,283,174,290","2,275,729,520"
MX01Q0000008,QUALITAS CONTROLADORA,Financials,Insurance,Non-life Insurance,Prop. & Casualty Ins.,MEXICO,"5,190,949,000",NA,"2,352,813,556"
US6974351057,PALO ALTO NETWORKS,Technology,Technology,Software & Comp. Svs.,Software,UNITED STATES,"21,152,000,000","136,251,800,000","3,870,889,638"
CNE100001VW3,ZHEJIANG HUAYOU COB.'A',Basic Materials,Basic Resources,Ind. Metals & Mining,Nonferrous Metals,CHINA,"18,630,162,000","21,400,739,010","6,400,781,208"
CNE100001KV8,HANGZHOU TIGERMED CNSL. 'A',Health Care,Health Care,Health Care Providers,Health Care Services,CHINA,"3,910,576,000","7,516,515,570","377,534,189"
CA87262K1057,TMX GROUP,Financials,Financial Services,Inv. Banking & Broker,Investment Services,CANADA,"27,945,166,000",NA,"530,369,588"
KR7161390000,HANKOOK TIRE & TECHNOLOGY,Consumer Discretion,Automobiles & Parts,Automobiles & Parts,Tires,SOUTH KOREA,"10,568,308,000","3,085,059,230","4,939,802,688"
US92936U1097,WP CAREY,Real Estate,Real Estate,REITs,Diversified REITs,UNITED STATES,"17,535,024,000","23,120,860,000","568,262,075"
US98138H1014,WORKDAY CLASS A,Technology,Technology,Software & Comp. Svs.,Software,UNITED STATES,"16,938,000,000","62,474,370,000","3,545,359,636"
US25278X1090,DIAMONDBACK ENERGY,Energy,Energy,"Oil, Gas and Coal",Oil: Crude Producers,UNITED STATES,"67,119,000,000","53,607,310,000","8,344,566,404"
CA46579R1047,IVANHOE MINES,Basic Materials,Basic Resources,Ind. Metals & Mining,General Mining,CANADA,"5,494,075,000","14,305,090,000","243,737,885"
SA135G51UI10,DALLAH HEALTHCARE,Health Care,Health Care,Health Care Providers,Health Care Facility,SAUDI ARABIA,"1,760,413,000","4,462,595,880","356,063,900"
US00287Y1091,ABBVIE,Health Care,Health Care,Pharm. & Biotech,Pharmaceuticals,UNITED STATES,"135,161,000,000","470,286,800,000","30,943,894,231"
IE00B8KQN827,EATON,Industrials,Ind. Goods & Services,General Industrials,Divers. Industrials,UNITED STATES,"37,772,000,000","148,030,100,000","17,835,747,017"
KYG3165D1097,C D INTERNATIONAL INVESTMENT GROUP,Real Estate,Real Estate,Real Estate Inv & Svs,"Real Estate Hold, Dev",HONG KONG,"55,816,545,000","6,747,335,740","15,248,515,370"
TW0006409006,VOLTRONIC POWER TECH.,Industrials,Ind. Goods & Services,Elec. & Electrical Eq,Electrical Components,TAIWAN,"525,452,000","3,151,814,180","498,352,482"
US98978V1035,ZOETIS A,Health Care,Health Care,Pharm. & Biotech,Pharmaceuticals,UNITED STATES,"13,697,000,000","68,776,620,000","5,084,259,683"
JE00B8KF9B49,WPP,Consumer Discretion,Media,Media,Media Agencies,UNITED KINGDOM,"31,542,946,000","9,325,969,220","7,906,202,972"
DE000LEG1110,LEG IMMOBILIEN,Real Estate,Real Estate,Real Estate Inv & Svs,"Real Estate Hold, Dev",GERMANY,"20,267,431,000","16,739,225,350","1,025,415,284"
US5007541064,KRAFT HEINZ,Consumer Staples,"Food, Bev. and Tobacc",Food Producers,Food Products,UNITED STATES,"88,287,000,000","52,492,370,000","19,568,503,552"
NL0010773842,NN GROUP,Financials,Insurance,Life Insurance,Life Insurance,NETHERLANDS,"217,742,678,000","39,822,345,640","8,618,453,832"
US02665T3068,AMERICAN HOMES 4 RENT CL.A,Real Estate,Real Estate,REITs,Residential REITs,UNITED STATES,"13,381,151,000","14,802,310,000","669,932,875"
TREPEGS00016,PEGASUS HAVA TASIMACILIGI A LTD.,Consumer Discretion,Travel & Leisure,Travel & Leisure,Airlines,TURKEY,"7,569,517,000","5,709,039,010","1,804,593,953"
CH0198251305,COCA-COLA HBC,Consumer Staples,"Food, Bev. and Tobacc",Beverages,Soft Drinks,UNITED KINGDOM,"10,993,774,000","19,147,073,090","6,960,553,397"
BRBBSEACNOR5,BB SEGURIDADE ON,Financials,Insurance,Non-life Insurance,Full Line Insurance,BRAZIL,"3,494,194,000","11,587,994,340","1,184,417,080"
IT0000072170,FINECOBANK SPA,Financials,Banks,Banks,Banks,ITALY,"35,864,587,000","16,658,897,640","1,166,842,286"
JP3336560002,SUNTORY BEVERAGE & FOOD,Consumer Staples,"Food, Bev. and Tobacc",Beverages,Soft Drinks,JAPAN,"12,995,946,000","8,897,845,070","6,607,555,502"
CNE100005PN5,SHANGHAI UNITED IMAGING HEALTHCARE 'A',Health Care,Health Care,Medical Eq. Services,Medical Equipment,CHINA,"3,780,702,000","15,543,585,300","653,769,028"
US65249B1098,NEWS 'A',Consumer Discretion,Media,Media,Publishing,UNITED STATES,"15,250,000,000","17,236,300,000","3,619,573,936"
